Total_Funding_USD_M,Burn_Rate_USD_M,Runway_Months,Revenue_USD_M,Revenue_Growth_Rate,Net_Profit_Margin,CAC,LTV,LTV_CAC_Ratio,ARR_USD_M,Churn_Rate,Novelty_Score,Sustainability_Alignment,Sentiment_Score,Social_Buzz_Score,label
18.662,0.729,12.8,14.714,0.275,0.5,0.38,1.623,4.27,12.046,0.047,0.522,0,-0.365,0.339,1
6.278,0.721,4.35,3.662,0.074,0.188,0.098,1.021,8.0,2.749,0.175,0.493,0,-0.56,0.305,0
18.605,0.776,11.99,9.303,0.538,0.07,0.105,1.507,8.0,10.084,0.1,0.045,1,0.267,0.189,1
14.951,0.348,21.5,5.014,0.332,-0.21,0.182,1.894,8.0,3.784,0.078,0.712,0,0.309,0.57,1
27.941,0.489,28.57,12.414,0.18,-0.077,0.402,1.35,3.356,5.788,0.005,0.928,1,0.307,0.198,1
16.502,0.473,17.43,4.175,0.368,0.007,0.35,1.438,4.113,4.984,0.08,0.168,0,-0.218,0.449,1
26.134,0.762,17.15,5.869,0.109,-0.057,0.507,1.513,2.983,6.315,0.175,0.908,0,0.452,0.359,1
24.809,0.556,22.29,16.096,0.143,0.047,0.212,2.656,8.0,14.938,0.158,0.125,0,0.347,0.356,1
25.115,0.635,19.79,8.204,0.058,0.406,0.436,0.683,1.566,8.245,0.094,0.619,1,0.103,0.14,0
35.636,0.872,20.44,20.816,0.137,0.299,0.333,1.851,5.559,10.461,0.023,0.806,0,0.045,0.064,1
16.777,0.816,10.28,14.906,0.621,0.018,0.209,1.473,7.065,15.096,0.032,0.061,1,-0.127,0.514,1
19.167,0.56,17.13,9.58,0.203,-0.192,0.408,1.28,3.138,5.424,0.037,0.756,1,0.167,0.683,1
22.483,0.433,25.99,17.355,0.443,0.317,0.34,1.461,4.296,13.731,0.144,0.762,1,0.666,0.228,1
19.437,0.884,11.0,10.007,0.183,0.04,0.256,1.934,7.564,5.428,0.162,0.437,0,0.498,0.171,1
16.519,0.793,10.41,15.644,0.502,-0.295,0.356,1.962,5.507,15.691,0.09,0.596,0,0.01,0.351,1
11.915,0.198,30.02,7.517,0.145,0.192,0.331,1.693,5.121,4.486,0.065,0.36,1,0.289,0.327,1
18.762,0.522,17.98,17.853,0.358,0.255,0.327,2.146,6.565,10.758,0.157,0.617,0,-0.286,0.529,1
8.487,0.641,6.62,4.414,0.361,-0.435,0.288,2.234,7.755,2.151,0.031,0.831,1,0.356,0.119,1
6.015,0.795,3.78,5.864,0.816,-0.115,0.154,2.008,8.0,5.727,0.083,0.541,1,-0.191,0.235,1
10.575,0.828,6.39,6.441,0.476,0.028,0.361,1.327,3.673,4.101,0.103,0.27,1,0.342,0.216,1
24.985,0.671,18.62,7.95,0.231,0.197,0.23,1.847,8.0,6.476,0.037,0.953,1,1.0,0.049,1
20.737,0.746,13.89,12.963,0.487,-0.053,0.197,1.85,8.0,8.631,0.048,0.459,1,-0.1,0.084,1
25.098,0.616,20.37,10.967,0.778,-0.116,0.314,1.192,3.798,11.184,0.044,0.627,1,1.0,0.166,1
13.303,0.432,15.41,15.733,0.024,0.195,0.46,0.815,1.772,9.144,0.151,0.203,1,0.272,0.46,0
29.216,0.535,27.32,19.114,0.182,-0.044,0.378,0.589,1.558,22.032,0.176,0.549,0,-0.162,0.231,0
9.011,0.605,7.45,4.124,0.303,0.158,0.27,1.635,6.048,2.71,0.086,0.45,0,-0.178,0.427,1
10.776,0.591,9.11,20.25,0.267,-0.172,0.264,1.749,6.618,9.783,0.067,0.594,0,0.928,0.3,1
28.988,0.129,48.0,9.892,0.283,-0.22,0.445,1.009,2.266,5.859,0.05,0.437,1,0.273,0.509,1
20.059,0.501,20.03,24.502,0.089,0.201,0.05,2.123,8.0,11.25,0.08,0.222,1,-0.098,0.013,1
25.165,0.614,20.49,7.337,0.631,0.101,0.47,1.676,3.569,5.686,0.052,0.568,1,0.029,0.103,1
20.777,0.53,19.61,3.412,0.065,0.234,0.069,2.275,8.0,2.048,0.075,0.495,0,0.251,0.465,1
14.221,0.538,13.21,14.989,0.31,-0.057,0.138,1.785,8.0,16.621,0.101,0.494,1,0.097,0.271,1
10.131,0.722,7.02,14.528,0.559,-0.109,0.273,1.067,3.91,11.821,0.06,0.364,0,0.221,0.369,1
6.906,0.33,10.45,5.953,0.344,0.322,0.676,1.829,2.708,3.493,0.071,0.555,1,0.721,0.283,1
39.066,0.193,48.0,6.295,0.154,-0.255,0.602,1.935,3.216,4.791,0.071,0.762,0,-0.295,0.36,1
7.846,0.513,7.65,16.316,0.08,0.3,0.456,1.326,2.908,9.085,0.064,0.816,1,0.326,0.361,1
33.849,0.791,21.4,13.277,0.304,0.314,0.403,0.879,2.178,7.209,0.058,0.461,1,0.074,0.343,1
19.557,1.022,9.57,9.38,0.199,0.222,0.071,1.65,8.0,6.008,0.118,0.416,0,-0.075,0.122,1
21.068,0.796,13.24,13.952,0.391,-0.088,0.374,1.1,2.944,6.789,0.0,0.395,0,0.475,0.076,1
20.445,0.233,43.89,12.62,0.07,-0.113,0.268,2.16,8.0,6.953,0.159,0.387,0,-0.411,0.09,1
23.761,0.542,21.92,6.673,0.513,0.008,0.227,1.396,6.138,7.677,0.087,0.626,0,-0.728,0.434,1
12.684,0.664,9.55,16.92,0.373,-0.209,0.373,2.462,6.597,15.794,0.111,0.614,0,0.179,0.451,1
5.547,0.644,4.3,15.32,0.388,-0.142,0.279,0.538,1.926,17.417,0.116,0.232,0,0.052,0.51,0
14.079,0.735,9.58,11.095,0.638,0.179,0.48,1.667,3.471,6.718,0.045,0.596,0,-0.373,0.205,1
22.861,0.371,30.83,16.321,0.262,0.18,0.06,2.315,8.0,17.719,0.034,0.368,0,-0.499,0.423,1
10.829,0.616,8.79,26.012,0.205,-0.16,0.361,1.155,3.197,17.944,0.028,0.561,1,0.776,0.722,1
29.538,0.705,20.95,6.253,0.24,0.185,0.218,1.52,6.97,3.222,0.068,0.625,0,0.262,0.589,1
17.566,0.806,10.89,9.602,0.311,0.141,0.289,1.398,4.847,10.022,0.115,0.473,0,0.107,0.15,1
10.325,0.399,12.95,9.851,0.332,0.352,0.396,1.258,3.18,4.41,0.051,0.882,1,0.868,0.177,1
19.969,0.514,19.44,16.145,0.184,0.164,0.182,1.722,8.0,11.687,0.11,0.705,0,0.458,0.192,1
22.688,0.05,48.0,7.898,-0.055,0.262,0.375,0.952,2.542,8.335,0.0,0.633,1,0.719,0.097,1
23.428,0.445,26.34,15.7,0.238,0.145,0.318,1.545,4.855,14.032,0.061,0.248,1,-0.313,0.243,1
3.104,0.469,3.31,8.404,0.422,0.246,0.251,1.858,7.405,6.845,0.138,0.716,1,-0.326,0.196,1
2.775,0.345,4.02,5.849,0.377,-0.207,0.279,1.492,5.341,3.994,0.071,0.538,0,0.316,0.174,1
29.002,0.641,22.61,11.432,0.59,0.026,0.327,1.1,3.365,5.259,0.039,0.7,0,0.245,0.785,1
8.647,0.586,7.38,8.306,0.741,0.042,0.235,2.115,8.0,9.907,0.047,0.695,1,0.537,0.235,1
29.02,0.05,48.0,12.013,0.502,0.001,0.351,1.965,5.598,6.485,0.0,0.157,1,-0.471,0.689,1
30.22,0.654,23.11,13.477,0.627,0.139,0.308,1.079,3.501,8.143,0.029,0.744,0,0.346,0.257,1
10.143,0.368,13.78,4.31,0.503,0.177,0.258,0.953,3.689,2.537,0.133,0.774,1,0.446,0.309,1
11.184,0.721,7.75,8.822,0.692,0.128,0.588,1.124,1.91,9.937,0.051,0.593,1,0.428,0.338,1
25.738,0.28,46.04,11.436,0.72,0.015,0.412,1.873,4.542,11.562,0.057,0.575,1,-0.042,0.249,1
15.392,0.608,12.67,16.356,0.54,-0.097,0.293,1.738,5.939,12.526,0.0,0.604,0,0.282,0.157,1
32.223,0.529,30.44,15.375,0.491,0.269,0.372,1.995,5.365,17.902,0.0,0.513,0,-0.171,0.145,1
36.243,0.676,26.82,6.989,0.309,0.12,0.196,1.437,7.332,3.091,0.14,0.808,0,-0.003,0.133,1
10.319,0.631,8.17,10.104,0.342,-0.154,0.284,1.138,3.999,11.266,0.111,0.656,0,-0.265,0.601,1
12.561,0.536,11.71,13.828,0.282,0.011,0.302,2.059,6.82,6.2,0.015,0.097,1,-0.166,0.144,1
19.498,0.216,45.15,9.743,0.474,-0.299,0.163,1.323,8.0,6.946,0.048,0.471,0,0.016,0.58,1
5.454,0.231,11.82,7.365,0.206,0.057,0.408,1.693,4.149,3.264,0.079,0.47,0,-0.072,0.483,1
7.02,0.454,7.73,10.752,0.312,0.01,0.274,0.825,3.009,12.894,0.02,0.385,0,-0.166,0.33,1
11.862,0.598,9.92,13.182,-0.121,-0.065,0.297,1.315,4.433,14.915,0.0,0.754,1,-0.355,0.128,1
41.845,0.448,46.71,6.621,0.695,0.367,0.265,2.105,7.951,5.746,0.072,0.261,1,0.786,0.172,1
20.868,0.756,13.8,14.574,0.306,-0.181,0.794,1.242,1.564,8.369,0.109,0.284,1,-0.075,0.214,0
13.567,0.53,12.79,11.779,0.441,0.191,0.251,2.007,8.0,7.32,0.11,0.78,1,0.215,0.399,1
11.14,0.359,15.53,14.836,0.642,0.487,0.05,0.434,8.0,11.27,0.124,0.357,1,-0.516,0.381,1
10.084,0.53,9.5,10.63,0.41,0.265,0.11,1.32,8.0,6.997,0.002,0.532,0,0.575,0.032,1
14.047,0.656,10.7,24.079,0.639,0.044,0.464,1.514,3.264,10.042,0.083,0.175,0,0.159,0.192,1
13.661,0.681,10.03,13.055,0.102,-0.177,0.55,2.471,4.489,12.076,0.067,0.619,1,-0.055,0.188,1
16.7,1.07,7.81,15.666,0.829,-0.222,0.248,1.015,4.099,13.954,0.076,0.624,1,-0.052,0.192,1
23.18,0.433,26.78,14.544,0.567,-0.032,0.542,1.935,3.572,16.34,0.069,0.276,0,0.404,0.489,1
17.911,0.582,15.4,10.036,0.392,-0.087,0.461,2.128,4.615,7.843,0.047,0.352,1,-0.934,0.239,1
26.43,0.707,18.7,12.476,0.635,-0.094,0.322,1.239,3.854,8.431,0.0,0.321,0,-0.188,0.083,1
16.14,0.594,13.58,7.997,0.116,-0.015,0.311,1.413,4.545,6.471,0.138,0.328,1,0.058,0.422,1
37.5,0.475,39.49,23.222,0.292,0.03,0.377,1.671,4.43,12.906,0.096,0.62,0,0.054,0.264,1
26.141,0.213,48.0,13.776,0.639,0.147,0.482,0.859,1.784,12.404,0.006,0.214,0,0.977,0.538,1
20.608,0.472,21.82,7.129,-0.023,-0.198,0.41,1.372,3.351,7.244,0.104,0.495,1,-0.018,0.332,1
23.216,0.332,35.01,20.643,0.462,-0.086,0.248,2.238,8.0,10.791,0.058,0.06,1,0.447,0.271,1
14.231,0.168,42.27,10.301,0.456,0.018,0.324,1.861,5.747,6.744,0.059,0.656,1,0.734,0.141,1
16.572,0.401,20.66,16.752,0.744,0.011,0.647,1.522,2.351,18.33,0.042,0.535,1,0.335,0.496,1
16.272,0.338,24.06,4.24,0.033,0.417,0.388,1.657,4.273,3.411,0.107,0.144,0,-0.136,0.357,0
12.791,0.746,8.57,18.809,0.672,0.096,0.48,1.89,3.935,15.526,0.04,0.461,0,-0.35,0.217,1
9.207,0.75,6.14,13.496,0.238,-0.273,0.431,1.986,4.609,13.198,0.025,0.366,0,0.361,0.306,1
23.786,0.374,31.8,6.822,0.261,0.134,0.391,1.322,3.381,5.882,0.137,0.509,0,0.676,0.03,1
28.31,0.535,26.46,13.38,0.106,0.159,0.366,2.367,6.463,6.097,0.071,0.046,0,0.291,0.217,1
22.263,0.135,48.0,22.082,0.132,0.025,0.485,2.258,4.66,23.035,0.073,0.721,0,0.532,0.392,1
17.887,0.476,18.77,8.124,0.431,-0.193,0.458,1.939,4.235,9.247,0.115,0.373,0,1.0,0.303,1
45.08,0.7,32.21,8.066,0.128,0.402,0.39,1.179,3.025,3.57,0.047,0.13,0,0.393,0.299,0
13.484,0.806,8.36,9.958,0.498,-0.164,0.246,1.09,4.432,4.949,0.057,0.373,0,-0.285,0.342,1
20.929,0.422,24.81,11.382,0.217,0.182,0.408,1.437,3.523,10.945,0.095,0.367,0,0.118,0.412,1
30.145,0.863,17.47,17.29,0.107,0.09,0.34,1.63,4.796,15.277,0.003,0.299,1,0.58,0.332,1
10.619,0.221,24.02,13.867,0.244,0.17,0.304,0.716,2.356,9.791,0.091,0.251,1,0.013,0.314,0
24.612,0.288,42.72,9.954,0.417,0.391,0.752,1.847,2.457,8.276,0.042,0.12,1,0.627,0.252,1
38.619,0.777,24.84,12.744,0.295,0.162,0.119,2.244,8.0,12.268,0.123,0.521,0,0.077,0.185,1
18.579,1.018,9.13,23.843,0.357,-0.062,0.494,1.888,3.824,19.16,0.107,0.127,1,0.217,0.504,1
20.077,0.723,13.88,15.051,0.489,0.271,0.221,1.262,5.721,7.708,0.101,0.44,0,-0.023,0.219,1
13.523,0.59,11.46,10.502,0.566,-0.076,0.37,1.203,3.254,4.952,0.0,0.715,0,0.156,0.15,1
23.095,0.051,48.0,9.804,0.288,0.083,0.735,1.75,2.38,7.364,0.075,0.392,1,0.174,0.178,1
12.639,0.094,48.0,12.371,0.141,-0.209,0.206,1.523,7.408,14.083,0.021,0.58,0,-0.463,0.146,1
18.07,0.632,14.29,17.187,0.365,-0.157,0.241,1.822,7.545,14.544,0.078,0.337,1,-0.055,0.283,1
8.618,0.51,8.44,7.524,0.444,0.06,0.347,1.901,5.472,5.166,0.0,0.616,1,-0.332,0.136,1
4.002,0.324,6.19,16.05,0.058,0.124,0.223,2.146,8.0,18.088,0.003,0.56,0,-0.042,0.246,1
14.833,0.616,12.03,10.396,0.172,-0.29,0.483,1.034,2.142,7.39,0.139,0.649,0,-0.178,0.538,0
14.719,0.629,11.7,11.182,0.206,0.149,0.27,1.711,6.341,9.028,0.098,0.739,1,0.454,0.327,1
15.443,0.836,9.23,32.934,0.308,-0.114,0.448,1.418,3.165,16.243,0.062,0.22,0,0.458,0.265,1
25.785,0.634,20.33,15.262,0.198,0.306,0.151,1.551,8.0,15.108,0.035,0.503,0,0.296,0.071,1
28.67,0.907,15.8,8.443,0.491,-0.02,0.079,2.032,8.0,8.107,0.026,0.675,0,-0.344,0.3,1
21.33,0.602,17.72,13.477,0.029,-0.175,0.316,2.087,6.61,13.954,0.09,0.128,1,0.066,0.018,1
24.971,0.571,21.86,17.606,0.034,0.065,0.115,2.299,8.0,11.623,0.063,0.391,0,-0.372,0.422,1
12.816,0.866,7.4,15.344,0.283,-0.133,0.578,1.813,3.138,11.49,0.157,0.381,1,0.048,0.054,1
11.325,0.355,15.93,3.057,0.315,0.304,0.121,1.545,8.0,1.634,0.071,0.884,1,0.327,0.058,1
23.308,1.304,8.94,10.95,0.059,0.05,0.194,1.474,7.582,12.83,0.083,0.97,0,0.447,0.321,1
10.547,0.694,7.6,13.767,0.229,0.02,0.412,0.733,1.778,6.455,0.011,0.242,0,0.265,0.265,0
9.958,0.695,7.16,13.226,0.27,0.168,0.262,2.27,8.0,12.157,0.062,0.648,1,0.54,0.443,1
55.844,0.731,38.18,8.801,0.271,-0.151,0.122,1.439,8.0,8.486,0.089,0.353,0,0.191,0.433,1
19.135,1.069,8.95,15.472,0.38,-0.208,0.656,1.853,2.825,8.141,0.061,0.86,0,0.018,0.152,1
14.724,0.798,9.22,18.849,0.218,0.132,0.2,1.939,8.0,13.048,0.056,0.585,0,0.406,0.258,1
13.928,0.199,35.04,4.391,0.646,-0.17,0.321,0.977,3.049,1.908,0.096,0.557,1,0.417,0.223,1
8.747,0.951,4.6,4.152,0.448,-0.17,0.319,1.138,3.573,3.51,0.156,0.422,1,-0.083,0.521,1
21.125,0.515,20.52,13.418,0.189,0.217,0.457,2.374,5.199,16.048,0.087,0.359,0,0.233,0.324,1
16.122,0.627,12.86,16.095,0.369,0.155,0.419,1.745,4.162,11.974,0.137,0.478,0,-0.003,0.211,1
28.303,0.28,48.0,8.142,0.375,-0.201,0.226,1.31,5.796,9.705,0.111,0.711,0,-0.603,0.233,1
23.638,0.732,16.16,3.171,0.593,-0.074,0.301,1.537,5.104,1.589,0.134,0.484,1,0.254,0.037,1
15.863,0.437,18.14,11.042,0.23,-0.131,0.316,2.143,6.783,7.884,0.05,0.691,0,-0.353,0.557,1
6.262,0.625,5.01,13.323,0.503,0.405,0.462,2.067,4.471,14.943,0.07,0.785,1,0.215,0.629,1
19.159,0.529,18.11,9.55,0.358,0.231,0.175,0.867,4.961,10.518,0.07,0.846,1,-0.437,0.611,1
18.37,1.081,8.49,17.819,0.648,-0.034,0.653,2.417,3.703,11.74,0.107,0.53,0,-0.152,0.108,1
5.547,1.096,3.0,12.927,0.608,0.165,0.236,2.083,8.0,12.189,0.12,0.254,1,-0.052,0.378,1
22.412,0.612,18.32,7.687,0.389,-0.221,0.349,1.524,4.37,8.525,0.086,0.922,1,0.521,0.416,1
10.367,0.616,8.41,8.109,0.298,-0.085,0.176,1.004,5.705,8.218,0.124,0.534,1,-0.087,0.427,1
28.968,0.507,28.59,11.163,0.451,0.071,0.155,2.127,8.0,10.078,0.052,0.37,0,-0.276,0.19,1
17.855,0.877,10.19,9.221,0.314,0.14,0.219,1.838,8.0,4.814,0.124,0.262,1,0.228,0.297,1
13.74,0.518,13.27,3.996,0.686,0.031,0.204,0.871,4.261,1.832,0.131,0.088,0,0.024,0.268,1
20.404,0.495,20.62,12.384,0.366,0.1,0.288,1.484,5.155,11.043,0.114,0.608,1,0.377,0.408,1
19.83,0.845,11.74,8.221,0.269,0.066,0.203,3.163,8.0,6.578,0.087,0.366,0,-0.254,0.438,1
19.496,0.465,20.94,8.96,0.258,0.017,0.454,1.608,3.54,5.29,0.116,0.414,0,0.174,0.17,1
27.248,0.591,23.07,6.222,0.107,-0.009,0.233,1.229,5.285,3.946,0.035,0.405,1,0.964,0.122,1
20.973,0.205,48.0,22.362,0.461,-0.035,0.216,1.096,5.075,15.959,0.09,0.818,0,0.016,0.369,1
13.153,0.776,8.47,14.824,0.186,0.096,0.291,2.486,8.0,11.806,0.095,0.698,0,0.165,0.033,1
16.353,1.085,7.53,25.03,0.57,0.132,0.499,2.024,4.056,17.827,0.014,0.605,1,-0.481,0.475,1
33.577,0.78,21.52,9.526,0.091,0.09,0.382,2.304,6.027,6.762,0.104,0.773,0,-0.199,0.414,1
12.584,0.965,6.52,15.236,0.375,-0.186,0.335,1.724,5.146,7.505,0.018,0.481,1,0.261,0.522,1
22.248,0.388,28.64,12.492,0.58,-0.15,0.135,2.227,8.0,13.647,0.059,0.349,1,-0.015,0.255,1
27.7,0.659,21.01,7.846,-0.08,0.13,0.179,1.176,6.584,6.962,0.082,0.268,0,0.315,0.246,1
23.223,0.364,31.88,9.476,0.754,0.344,0.158,1.681,8.0,4.898,0.043,0.718,0,0.249,0.237,1
19.214,0.543,17.69,14.811,0.265,0.08,0.546,1.744,3.193,10.947,0.084,0.577,1,-0.361,0.275,1
20.588,0.793,12.98,6.217,0.378,-0.032,0.43,2.291,5.334,4.56,0.083,0.387,1,0.455,0.18,1
23.886,0.625,19.1,17.904,0.464,0.095,0.221,1.759,7.97,15.765,0.039,0.829,0,-0.335,0.234,1
12.512,0.247,25.34,11.986,0.495,-0.177,0.265,1.287,4.851,10.633,0.108,0.742,1,-0.168,0.515,1
18.426,0.271,33.97,16.771,0.405,0.312,0.226,1.632,7.215,15.366,0.042,0.603,1,0.18,0.598,1
44.962,0.255,48.0,13.349,0.549,0.087,0.217,0.762,3.509,12.793,0.194,0.627,0,0.648,0.112,1
22.559,0.723,15.6,4.411,0.454,-0.084,0.419,0.44,1.049,2.129,0.075,0.437,1,-0.251,0.102,0
19.526,1.116,8.75,10.955,0.702,0.017,0.307,2.016,6.568,7.054,0.021,0.628,0,0.152,0.682,1
15.587,0.941,8.29,18.092,0.454,-0.055,0.662,1.413,2.133,7.488,0.031,0.441,0,0.155,0.201,0
12.58,0.126,48.0,11.898,0.743,0.312,0.538,1.469,2.733,9.087,0.137,0.364,0,0.33,0.053,1
20.901,0.955,10.94,11.097,0.53,0.01,0.546,2.015,3.688,8.251,0.06,0.116,1,0.514,0.364,1
21.562,0.834,12.93,11.893,-0.011,0.081,0.451,2.299,5.1,11.743,0.012,0.868,0,-0.041,0.198,1
17.858,0.214,41.79,3.809,0.872,0.165,0.287,1.867,6.515,2.033,0.123,0.274,0,0.454,0.096,1
53.136,0.524,48.0,18.995,0.235,-0.098,0.44,2.564,5.832,17.194,0.059,0.569,0,0.566,0.284,1
13.114,0.874,7.5,2.678,0.649,0.089,0.298,1.851,6.219,1.728,0.113,0.181,0,0.724,0.223,1
11.648,0.738,7.9,20.903,0.355,0.105,0.595,1.751,2.945,14.748,0.127,0.342,1,0.276,0.307,1
15.692,0.273,28.77,9.18,0.562,-0.261,0.411,1.72,4.189,8.954,0.094,0.474,0,0.155,0.115,1
18.123,0.753,12.04,13.808,0.212,0.101,0.389,0.957,2.459,6.314,0.2,0.597,0,-0.066,0.536,0
12.264,0.066,48.0,3.611,0.475,0.041,0.369,2.078,5.631,2.435,0.0,0.585,1,-0.411,0.387,1
20.673,0.544,18.99,16.011,0.299,0.076,0.611,0.377,0.617,11.417,0.039,0.373,0,0.003,0.266,0
21.69,0.884,12.26,14.704,0.666,0.057,0.135,1.307,8.0,14.301,0.067,0.852,0,0.139,0.324,1
25.154,0.605,20.8,14.271,0.438,0.102,0.626,1.611,2.575,7.983,0.193,0.688,1,0.062,0.296,1
14.513,0.475,15.27,3.511,0.537,0.317,0.322,1.205,3.742,4.065,0.17,0.417,1,0.309,0.323,1
32.318,0.822,19.65,7.291,-0.083,-0.186,0.139,1.374,8.0,8.736,0.144,0.491,0,-0.409,0.242,1
24.398,0.844,14.46,13.384,0.333,-0.018,0.237,2.52,8.0,14.122,0.04,0.311,1,0.036,0.338,1
12.986,0.928,7.0,18.746,0.432,0.183,0.102,2.152,8.0,11.993,0.046,0.35,1,0.798,0.343,1
12.238,0.819,7.47,6.711,0.395,0.146,0.448,1.257,2.806,6.249,0.039,0.875,1,0.448,0.073,1
16.195,0.87,9.3,6.813,0.542,0.142,0.194,1.365,7.028,3.178,0.041,0.628,0,0.316,0.312,1
21.714,0.783,13.86,12.954,0.277,0.5,0.375,0.961,2.562,14.211,0.155,0.256,1,0.237,0.35,0
23.139,0.666,17.36,31.479,0.36,0.173,0.52,1.952,3.754,25.586,0.068,0.576,0,-0.028,0.267,1
24.377,0.622,19.58,7.921,0.586,0.276,0.249,1.475,5.92,4.286,0.074,0.399,1,-0.514,0.212,1
43.649,0.541,40.36,9.122,-0.106,-0.011,0.31,0.617,1.991,6.038,0.119,0.828,1,0.26,0.463,0
6.755,0.297,11.38,8.432,0.468,-0.149,0.154,1.65,8.0,8.775,0.0,0.738,1,-0.757,0.031,1
7.305,0.361,10.11,10.408,0.283,-0.013,0.292,1.819,6.237,11.409,0.083,0.366,1,-0.014,0.248,1
17.634,0.529,16.65,19.466,0.168,0.192,0.736,2.082,2.828,15.879,0.025,0.842,0,0.099,0.429,1
41.992,0.66,31.8,10.691,0.417,0.131,0.467,1.563,3.35,8.384,0.065,0.763,0,-0.057,0.306,1
25.67,0.96,13.37,32.976,0.595,0.131,0.31,1.414,4.556,32.995,0.051,0.819,0,0.86,0.074,1
11.296,0.59,9.58,11.684,0.558,0.007,0.258,2.593,8.0,12.397,0.048,0.364,0,0.739,0.217,1
20.202,0.851,11.87,20.376,0.323,-0.025,0.344,1.603,4.666,20.618,0.091,0.51,1,0.461,0.207,1
17.152,0.87,9.86,9.477,0.525,0.014,0.37,1.96,5.304,6.706,0.091,0.724,1,-0.224,0.311,1
16.869,0.542,15.56,5.504,0.524,0.195,0.287,1.33,4.633,5.029,0.069,0.491,0,0.772,0.166,1
14.382,0.749,9.6,10.682,0.333,0.218,0.43,1.945,4.528,11.599,0.099,0.623,0,0.317,0.247,1
19.462,0.539,18.05,14.375,0.211,-0.151,0.207,0.872,4.214,7.495,0.037,0.38,1,-0.23,0.258,1
29.651,0.931,15.93,7.326,0.223,0.202,0.206,1.369,6.638,5.205,0.114,0.638,0,0.111,0.214,1
14.996,0.759,9.88,18.824,0.518,-0.08,0.406,0.996,2.456,8.382,0.07,0.613,0,0.436,0.237,1
24.458,0.302,40.44,8.649,0.342,0.144,0.175,1.298,7.427,6.288,0.056,0.454,0,-0.11,0.037,1
26.363,0.64,20.58,6.224,0.141,0.012,0.459,2.225,4.844,6.335,0.04,0.68,0,0.149,0.035,1
32.201,1.012,15.91,29.902,0.013,0.363,0.348,1.294,3.719,16.674,0.068,0.262,1,0.211,0.169,1
12.136,0.555,10.94,7.119,0.516,-0.034,0.076,1.959,8.0,5.934,0.174,0.429,0,-0.285,0.277,1
18.764,0.712,13.18,8.515,0.241,0.086,0.366,2.359,6.437,3.655,0.077,0.555,0,0.005,0.676,1
13.6,0.736,9.23,15.539,0.416,0.171,0.097,1.586,8.0,17.374,0.023,0.846,0,-0.259,0.368,1
19.479,0.341,28.57,9.309,0.598,-0.125,0.454,2.097,4.619,9.83,0.126,0.721,0,0.404,0.423,1
19.42,0.728,13.34,6.349,0.088,0.035,0.313,1.866,5.966,5.203,0.056,0.392,0,-0.218,0.09,1
10.686,0.252,21.24,8.075,0.341,-0.003,0.628,1.658,2.642,7.79,0.094,0.205,0,0.202,0.279,0
20.001,0.444,22.54,25.843,0.316,-0.053,0.511,1.975,3.868,12.486,0.05,0.457,1,-0.387,0.269,1
44.642,0.869,25.69,14.627,0.426,-0.038,0.191,2.52,8.0,15.741,0.144,0.41,1,-0.297,0.215,1
23.18,0.689,16.82,16.05,0.598,0.272,0.05,1.281,8.0,15.604,0.05,0.404,0,-0.314,0.171,1
9.609,0.524,9.17,12.641,0.084,-0.07,0.237,1.12,4.733,6.27,0.15,0.363,0,-0.001,0.292,1
11.77,0.712,8.27,13.716,0.464,0.163,0.167,1.091,6.541,16.247,0.028,0.877,1,0.163,0.429,1
18.331,0.585,15.67,8.945,0.556,0.113,0.624,2.097,3.362,3.739,0.065,0.816,0,0.228,0.094,1
11.904,0.603,9.87,11.862,0.313,-0.229,0.348,2.165,6.212,10.709,0.15,0.8,0,-0.52,0.49,1
31.432,0.764,20.57,3.322,0.323,0.154,0.49,1.331,2.717,1.785,0.088,0.037,0,0.041,0.326,0
9.028,0.418,10.8,17.53,0.434,-0.233,0.307,0.532,1.731,17.098,0.194,0.542,0,-0.163,0.2,0
23.252,0.61,19.06,8.902,0.419,0.176,0.323,1.263,3.908,4.062,0.067,0.59,1,0.287,0.128,1
8.061,0.522,7.72,5.778,0.466,-0.051,0.345,1.874,5.43,2.686,0.093,0.598,0,0.006,0.333,1
18.198,0.204,44.69,12.204,0.462,0.052,0.516,1.567,3.036,9.434,0.175,0.744,1,0.072,0.092,1
11.066,0.37,14.96,10.025,0.154,-0.209,0.397,1.69,4.26,11.982,0.004,0.128,1,-0.161,0.312,1
25.129,0.992,12.67,17.226,0.548,0.074,0.191,1.338,6.992,10.701,0.0,0.774,1,0.704,0.363,1
29.1,0.696,20.9,10.802,0.583,0.235,0.593,2.107,3.551,9.614,0.04,0.257,1,-0.349,0.022,1
21.685,0.269,40.29,7.982,0.387,-0.111,0.306,1.772,5.788,6.505,0.121,0.759,1,-0.04,0.321,1
29.694,0.215,48.0,10.935,0.051,-0.071,0.282,1.893,6.721,11.741,0.0,0.617,0,0.138,0.055,1
4.738,0.572,4.14,21.511,0.327,0.141,0.05,1.68,8.0,13.571,0.11,0.651,1,0.012,0.013,1
19.887,0.99,10.04,17.505,0.389,0.146,0.445,1.862,4.183,14.773,0.106,0.746,0,-0.167,0.222,1
23.105,0.553,20.88,14.608,0.121,-0.437,0.365,1.829,5.01,16.953,0.181,0.373,1,-0.534,0.291,1
